age,change_type,client_tenure_days,date,driver_type,drivers_cancelled,drivers_created,family_type,new_driver_no,new_expiry_date,new_license_no,new_premium,new_vehicle_no,new_vehicle_type,new_vin,old_expiry_date,old_vehicle_no,old_vehicle_type,old_vin,policy_no,premium,removed_driver_no,removed_license_no,removed_vehicle_no,removed_vehicle_type,removed_vin,vehicles_cancelled,vehicles_created
,vehicle_replacement,,2023-02-01,,,,,,,,,03,Convertible,MX0DDZ2L9GX4JMLZR,,02,Minivan,SF0WRVKT8F7GXYESK,00002264,,,,,,,,
,vehicle_addition,,2023-02-01,,,,,,,,,02,SUV,D4GDJ0K66VR777NX7,,,,,00001999,,,,,,,,
,vehicle_addition,,2023-02-01,,,,,,,,,04,Coupe,0DZXT0ML26YY7MXYS,,,,,00002014,,,,,,,,
,vehicle_addition,,2023-02-01,,,,,,,,,04,Crossover,ZAVUY27724AK1T237,,,,,00001446,,,,,,,,
,vehicle_addition,,2023-02-01,,,,,,,,,02,Coupe,0R7YGN5Z8UGL4DDEM,,,,,00000893,,,,,,,,
,vehicle_addition,,2023-02-01,,,,,,,,,04,Sports Car,XU1YCBE84946FRUZC,,,,,00000432,,,,,,,,
,vehicle_addition,,2023-02-01,,,,,,,,,04,Sedan,CUR2VS263CRPDZRN6,,,,,00001057,,,,,,,,
,vehicle_addition,,2023-02-01,,,,,,,,,03,Convertible,XPJWYJEG3GV6475E6,,,,,00000755,,,,,,,,
,vehicle_addition,,2023-02-01,,,,,,,,,02,Crossover,H17RM7GG1MDJF7HEN,,,,,00001683,,,,,,,,
,vehicle_addition,,2023-02-01,,,,,,,,,02,SUV,ALXPN3KM13M7XU3LW,,,,,00001085,,,,,,,,
,vehicle_addition,,2023-02-01,,,,,,,,,04,Wagon,2J9RG2KL5DM4XR88E,,,,,00001648,,,,,,,,
,vehicle_addition,,2023-02-01,,,,,,,,,02,Convertible,RH36VEWF4RGM1MDPA,,,,,00001539,,,,,,,,
,vehicle_addition,,2023-02-01,,,,,,,,,04,Truck,57H4C3AX402WG0J5P,,,,,00000612,,,,,,,,
,vehicle_addition,,2023-02-01,,,,,,,,,04,Hatchback,21LHY0JV76HKF1SDK,,,,,00002084,,,,,,,,
,vehicle_addition,,2023-02-01,,,,,,,,,02,Sports Car,9USGC7RA523GYAF6L,,,,,00000442,,,,,,,,
,vehicle_removal,,2023-02-01,,,,,,,,,,,,,,,,00000923,,,,03,Sedan,5ED5DW242DRNZSJ8Y,,
,vehicle_removal,,2023-02-01,,,,,,,,,,,,,,,,00001010,,,,01,Convertible,YW45MPF42AKV9SUPV,,
,vehicle_removal,,2023-02-01,,,,,,,,,,,,,,,,00002433,,,,01,Minivan,C5NCPVGF62PY4TY0X,,
,vehicle_removal,,2023-02-01,,,,,,,,,,,,,,,,00001769,,,,01,Minivan,T90MGC506LDD67940,,
23,driver_addition,,2023-02-01,secondary,,,,03,,PHEI510XT,,,,,,,,,00000550,,,,,,,,
40,driver_addition,,2023-02-01,spouse,,,,02,,XUDW062NG,,,,,,,,,00001665,,,,,,,,
53,driver_addition,,2023-02-01,spouse,,,,02,,WOVQ007MB,,,,,,,,,00000541,,,,,,,,
49,driver_addition,,2023-02-01,spouse,,,,02,,RSQH638LK,,,,,,,,,00002405,,,,,,,,
17,driver_addition,,2023-02-01,secondary,,,,03,,DKPB814GD,,,,,,,,,00001239,,,,,,,,
20,driver_addition,,2023-02-01,secondary,,,,03,,ZZTO635CJ,,,,,,,,,00001471,,,,,,,,
19,driver_addition,,2023-02-01,secondary,,,,04,,WXRW529QG,,,,,,,,,00000791,,,,,,,,
20,driver_addition,,2023-02-01,secondary,,,,03,,YYAD818ZE,,,,,,,,,00001679,,,,,,,,
21,driver_addition,,2023-02-01,secondary,,,,04,,SUEC936CO,,,,,,,,,00000043,,,,,,,,
22,driver_addition,,2023-02-01,secondary,,,,05,,DBFI801IR,,,,,,,,,00000656,,,,,,,,
54,driver_addition,,2023-02-01,spouse,,,,02,,OVSC628SI,,,,,,,,,00001032,,,,,,,,
48,driver_addition,,2023-02-01,spouse,,,,02,,IVHW030IK,,,,,,,,,00002360,,,,,,,,
47,driver_addition,,2023-02-01,spouse,,,,02,,QPCF234MR,,,,,,,,,00000997,,,,,,,,
23,driver_addition,,2023-02-01,secondary,,,,03,,DILC197EC,,,,,,,,,00000907,,,,,,,,
20,driver_addition,,2023-02-01,secondary,,,,03,,ASUW231YT,,,,,,,,,00001424,,,,,,,,
20,driver_addition,,2023-02-01,secondary,,,,03,,ORIU029RG,,,,,,,,,00000011,,,,,,,,
19,driver_removal,,2023-02-01,secondary,,,,,,,,,,,,,,,00000815,,04,MKPZ476WP,,,,,
30,driver_removal,,2023-02-01,spouse,,,,,,,,,,,,,,,00001394,,02,KSKQ955YB,,,,,
31,driver_removal,,2023-02-01,spouse,,,,,,,,,,,,,,,00000543,,02,DTIC049LV,,,,,
57,driver_removal,,2023-02-01,spouse,,,,,,,,,,,,,,,00002421,,01,KLJB196VG,,,,,
26,driver_removal,,2023-02-01,secondary,,,,,,,,,,,,,,,00000993,,03,OUUU789ZU,,,,,
22,driver_removal,,2023-02-01,secondary,,,,,,,,,,,,,,,00002214,,01,REHA349OG,,,,,
44,driver_removal,,2023-02-01,spouse,,,,,,,,,,,,,,,00000378,,02,YHMH644PC,,,,,
20,driver_removal,,2023-02-01,secondary,,,,,,,,,,,,,,,00001424,,03,ASUW231YT,,,,,
55,driver_removal,,2023-02-01,spouse,,,,,,,,,,,,,,,00000158,,02,OINS137OO,,,,,
64,driver_removal,,2023-02-01,spouse,,,,,,,,,,,,,,,00000295,,02,WHZI824CD,,,,,
,policy_renewal,1825,2023-02-01,,,,,,2024-02-06,,1539.3,,,,2023-02-06,,,,00000038,,,,,,,,
,policy_renewal,1825,2023-02-01,,,,,,2024-02-09,,1788.46,,,,2023-02-09,,,,00000041,,,,,,,,
,policy_renewal,1825,2023-02-01,,,,,,2024-02-10,,1788.15,,,,2023-02-10,,,,00000042,,,,,,,,
,policy_renewal,1825,2023-02-01,,,,,,2024-02-11,,1385.92,,,,2023-02-11,,,,00000043,,,,,,,,
,policy_renewal,1825,2023-02-01,,,,,,2024-02-12,,1738.64,,,,2023-02-12,,,,00000044,,,,,,,,
,policy_renewal,1825,2023-02-01,,,,,,2024-02-15,,1939.66,,,,2023-02-15,,,,00000047,,,,,,,,
,policy_renewal,1825,2023-02-01,,,,,,2024-02-16,,1760.04,,,,2023-02-16,,,,00000048,,,,,,,,
,policy_renewal,1825,2023-02-01,,,,,,2024-02-17,,1635.03,,,,2023-02-17,,,,00000049,,,,,,,,
,policy_renewal,1825,2023-02-01,,,,,,2024-02-24,,1362.63,,,,2023-02-24,,,,00000056,,,,,,,,
,policy_renewal,1460,2023-02-01,,,,,,2024-02-02,,1494.42,,,,2023-02-02,,,,00000399,,,,,,,,
,policy_renewal,1460,2023-02-01,,,,,,2024-02-03,,1687.12,,,,2023-02-03,,,,00000400,,,,,,,,
,policy_renewal,1460,2023-02-01,,,,,,2024-02-08,,1650.43,,,,2023-02-08,,,,00000405,,,,,,,,
,policy_renewal,1460,2023-02-01,,,,,,2024-02-10,,1436.57,,,,2023-02-10,,,,00000407,,,,,,,,
,policy_renewal,1460,2023-02-01,,,,,,2024-02-12,,1791.84,,,,2023-02-12,,,,00000409,,,,,,,,
,policy_renewal,1460,2023-02-01,,,,,,2024-02-13,,1569.27,,,,2023-02-13,,,,00000410,,,,,,,,
,policy_renewal,1460,2023-02-01,,,,,,2024-02-14,,1717.97,,,,2023-02-14,,,,00000411,,,,,,,,
,policy_renewal,1460,2023-02-01,,,,,,2024-02-15,,2282.45,,,,2023-02-15,,,,00000412,,,,,,,,
,policy_renewal,1460,2023-02-01,,,,,,2024-02-18,,1870.32,,,,2023-02-18,,,,00000415,,,,,,,,
,policy_renewal,1460,2023-02-01,,,,,,2024-02-22,,1681.39,,,,2023-02-22,,,,00000419,,,,,,,,
,policy_renewal,1460,2023-02-01,,,,,,2024-02-27,,1576.47,,,,2023-02-27,,,,00000424,,,,,,,,
,policy_renewal,1095,2023-02-01,,,,,,2024-02-02,,1372.73,,,,2023-02-02,,,,00000764,,,,,,,,
,policy_renewal,1095,2023-02-01,,,,,,2024-02-03,,1396.97,,,,2023-02-03,,,,00000765,,,,,,,,
,policy_renewal,1095,2023-02-01,,,,,,2024-02-04,,1183.14,,,,2023-02-04,,,,00000766,,,,,,,,
,policy_renewal,1095,2023-02-01,,,,,,2024-02-06,,1534.77,,,,2023-02-06,,,,00000768,,,,,,,,
,policy_renewal,1095,2023-02-01,,,,,,2024-02-07,,2164.38,,,,2023-02-07,,,,00000769,,,,,,,,
,policy_renewal,1095,2023-02-01,,,,,,2024-02-10,,1553.34,,,,2023-02-10,,,,00000772,,,,,,,,
,policy_renewal,1095,2023-02-01,,,,,,2024-02-11,,1487.58,,,,2023-02-11,,,,00000773,,,,,,,,
,policy_renewal,1095,2023-02-01,,,,,,2024-02-12,,1617.38,,,,2023-02-12,,,,00000774,,,,,,,,
,policy_renewal,1095,2023-02-01,,,,,,2024-02-13,,1624.2,,,,2023-02-13,,,,00000775,,,,,,,,
,policy_renewal,1095,2023-02-01,,,,,,2024-02-15,,1672.91,,,,2023-02-15,,,,00000777,,,,,,,,
,policy_renewal,1095,2023-02-01,,,,,,2024-02-17,,1462.32,,,,2023-02-17,,,,00000779,,,,,,,,
,policy_renewal,1095,2023-02-01,,,,,,2024-02-18,,1462.26,,,,2023-02-18,,,,00000780,,,,,,,,
,policy_renewal,1095,2023-02-01,,,,,,2024-02-19,,1558.43,,,,2023-02-19,,,,00000781,,,,,,,,
,policy_renewal,1095,2023-02-01,,,,,,2024-02-22,,1844.65,,,,2023-02-22,,,,00000784,,,,,,,,
,policy_renewal,1095,2023-02-01,,,,,,2024-02-27,,1459.08,,,,2023-02-27,,,,00000789,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-01,,1735.29,,,,2023-02-01,,,,00001128,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-02,,1403.42,,,,2023-02-02,,,,00001129,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-03,,1519.2,,,,2023-02-03,,,,00001130,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-04,,1364.25,,,,2023-02-04,,,,00001131,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-05,,1303.94,,,,2023-02-05,,,,00001132,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-06,,1336.3,,,,2023-02-06,,,,00001133,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-07,,1708.9,,,,2023-02-07,,,,00001134,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-08,,1242.98,,,,2023-02-08,,,,00001135,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-09,,1552.73,,,,2023-02-09,,,,00001136,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-10,,1380.71,,,,2023-02-10,,,,00001137,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-11,,1260.34,,,,2023-02-11,,,,00001138,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-13,,1587.05,,,,2023-02-13,,,,00001140,,,,,,,,
,policy_cancellation,,2023-02-01,,3,,,,,,,,,,,,,,00001142,,,,,,,4,
,policy_renewal,730,2023-02-01,,,,,,2024-02-19,,1537.07,,,,2023-02-19,,,,00001146,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-21,,1147.58,,,,2023-02-21,,,,00001148,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-22,,1495.04,,,,2023-02-22,,,,00001149,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-23,,1293.37,,,,2023-02-23,,,,00001150,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-24,,1424.64,,,,2023-02-24,,,,00001151,,,,,,,,
,policy_cancellation,,2023-02-01,,1,,,,,,,,,,,,,,00001153,,,,,,,1,
,policy_renewal,730,2023-02-01,,,,,,2024-02-27,,1357.59,,,,2023-02-27,,,,00001154,,,,,,,,
,policy_renewal,1825,2023-02-01,,,,,,2024-02-28,,1616.18,,,,2023-02-28,,,,00001236,,,,,,,,
,policy_cancellation,,2023-02-01,,4,,,,,,,,,,,,,,00001238,,,,,,,2,
,policy_renewal,1825,2023-02-01,,,,,,2024-02-28,,1459.21,,,,2023-02-28,,,,00001239,,,,,,,,
,policy_renewal,1825,2023-02-01,,,,,,2024-02-28,,1798.9,,,,2023-02-28,,,,00001241,,,,,,,,
,policy_renewal,1825,2023-02-01,,,,,,2024-02-28,,1660.12,,,,2023-02-28,,,,00001242,,,,,,,,
,policy_renewal,1825,2023-02-01,,,,,,2024-02-28,,1599.05,,,,2023-02-28,,,,00001243,,,,,,,,
,policy_renewal,1825,2023-02-01,,,,,,2024-02-28,,1861.16,,,,2023-02-28,,,,00001244,,,,,,,,
,policy_renewal,1825,2023-02-01,,,,,,2024-02-28,,1506.25,,,,2023-02-28,,,,00001247,,,,,,,,
,policy_renewal,1825,2023-02-01,,,,,,2024-02-28,,1636.1,,,,2023-02-28,,,,00001248,,,,,,,,
,policy_cancellation,,2023-02-01,,3,,,,,,,,,,,,,,00001252,,,,,,,3,
,policy_renewal,1460,2023-02-01,,,,,,2024-02-28,,1618.38,,,,2023-02-28,,,,00001465,,,,,,,,
,policy_renewal,1460,2023-02-01,,,,,,2024-02-28,,1711.5,,,,2023-02-28,,,,00001467,,,,,,,,
,policy_renewal,1460,2023-02-01,,,,,,2024-02-28,,1786.28,,,,2023-02-28,,,,00001471,,,,,,,,
,policy_cancellation,,2023-02-01,,1,,,,,,,,,,,,,,00001472,,,,,,,1,
,policy_cancellation,,2023-02-01,,1,,,,,,,,,,,,,,00001475,,,,,,,1,
,policy_renewal,1460,2023-02-01,,,,,,2024-02-28,,1358.95,,,,2023-02-28,,,,00001478,,,,,,,,
,policy_renewal,1460,2023-02-01,,,,,,2024-02-28,,1315.32,,,,2023-02-28,,,,00001479,,,,,,,,
,policy_renewal,1460,2023-02-01,,,,,,2024-02-28,,1787.69,,,,2023-02-28,,,,00001480,,,,,,,,
,policy_cancellation,,2023-02-01,,4,,,,,,,,,,,,,,00001483,,,,,,,2,
,policy_renewal,730,2023-02-01,,,,,,2024-02-01,,1377.22,,,,2023-02-01,,,,00001950,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-01,,1397.21,,,,2023-02-01,,,,00001952,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-01,,1307.49,,,,2023-02-01,,,,00001954,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-01,,1801.51,,,,2023-02-01,,,,00001955,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-01,,1581.63,,,,2023-02-01,,,,00001956,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-01,,1491.29,,,,2023-02-01,,,,00001957,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-01,,1513.33,,,,2023-02-01,,,,00001958,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-01,,1414.16,,,,2023-02-01,,,,00001959,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-01,,1628.38,,,,2023-02-01,,,,00001961,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-01,,1342.8,,,,2023-02-01,,,,00001962,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-01,,1520.35,,,,2023-02-01,,,,00001964,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-01,,1356.94,,,,2023-02-01,,,,00001966,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-01,,1249.94,,,,2023-02-01,,,,00001967,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-01,,1724.03,,,,2023-02-01,,,,00001969,,,,,,,,
,policy_renewal,730,2023-02-01,,,,,,2024-02-01,,1199.49,,,,2023-02-01,,,,00001970,,,,,,,,
,policy_renewal,365,2023-02-01,,,,,,2024-02-01,,1181.88,,,,2023-02-01,,,,00002213,,,,,,,,
,policy_cancellation,,2023-02-01,,3,,,,,,,,,,,,,,00002214,,,,,,,2,
,policy_renewal,365,2023-02-01,,,,,,2024-02-01,,1151.65,,,,2023-02-01,,,,00002215,,,,,,,,
,policy_renewal,365,2023-02-01,,,,,,2024-02-01,,1545.27,,,,2023-02-01,,,,00002216,,,,,,,,
,policy_cancellation,,2023-02-01,,1,,,,,,,,,,,,,,00002217,,,,,,,1,
,policy_renewal,365,2023-02-01,,,,,,2024-02-01,,1310.91,,,,2023-02-01,,,,00002218,,,,,,,,
,policy_renewal,365,2023-02-01,,,,,,2024-02-01,,1226.53,,,,2023-02-01,,,,00002219,,,,,,,,
,policy_renewal,365,2023-02-01,,,,,,2024-02-01,,1222.19,,,,2023-02-01,,,,00002220,,,,,,,,
,policy_renewal,365,2023-02-01,,,,,,2024-02-01,,1711.47,,,,2023-02-01,,,,00002221,,,,,,,,
,policy_renewal,365,2023-02-01,,,,,,2024-02-01,,1610.56,,,,2023-02-01,,,,00002222,,,,,,,,
,policy_renewal,365,2023-02-01,,,,,,2024-02-01,,1633.57,,,,2023-02-01,,,,00002223,,,,,,,,
,policy_renewal,365,2023-02-01,,,,,,2024-02-01,,1322.48,,,,2023-02-01,,,,00002224,,,,,,,,
,policy_renewal,365,2023-02-01,,,,,,2024-02-01,,1321.25,,,,2023-02-01,,,,00002225,,,,,,,,
,policy_renewal,365,2023-02-01,,,,,,2024-02-01,,1296.07,,,,2023-02-01,,,,00002226,,,,,,,,
,policy_renewal,365,2023-02-01,,,,,,2024-02-01,,1277.37,,,,2023-02-01,,,,00002227,,,,,,,,
,policy_cancellation,,2023-02-01,,1,,,,,,,,,,,,,,00002228,,,,,,,1,
,policy_renewal,365,2023-02-01,,,,,,2024-02-01,,1346.0,,,,2023-02-01,,,,00002229,,,,,,,,
,policy_renewal,365,2023-02-01,,,,,,2024-02-01,,1227.38,,,,2023-02-01,,,,00002230,,,,,,,,
,policy_renewal,365,2023-02-01,,,,,,2024-02-01,,1404.75,,,,2023-02-01,,,,00002231,,,,,,,,
,policy_cancellation,,2023-02-01,,1,,,,,,,,,,,,,,00002232,,,,,,,1,
,policy_renewal,365,2023-02-01,,,,,,2024-02-01,,1422.21,,,,2023-02-01,,,,00002233,,,,,,,,
,policy_renewal,365,2023-02-01,,,,,,2024-02-01,,1359.19,,,,2023-02-01,,,,00002234,,,,,,,,
,policy_cancellation,,2023-02-01,,2,,,,,,,,,,,,,,00000165,,,,,,,1,
,policy_cancellation,,2023-02-01,,3,,,,,,,,,,,,,,00000631,,,,,,,2,
,policy_cancellation,,2023-02-01,,2,,,,,,,,,,,,,,00000355,,,,,,,1,
,policy_cancellation,,2023-02-01,,1,,,,,,,,,,,,,,00001440,,,,,,,1,
,policy_cancellation,,2023-02-01,,2,,,,,,,,,,,,,,00002206,,,,,,,2,
,policy_cancellation,,2023-02-01,,4,,,,,,,,,,,,,,00002457,,,,,,,4,
,policy_cancellation,,2023-02-01,,2,,,,,,,,,,,,,,00000716,,,,,,,1,
,policy_cancellation,,2023-02-01,,1,,,,,,,,,,,,,,00000354,,,,,,,1,
,policy_cancellation,,2023-02-01,,2,,,,,,,,,,,,,,00001655,,,,,,,1,
,new_policy,,2023-02-01,,,2,family_single_vehicle,,,,,,,,,,,,00002473,1679.88,,,,,,,1
,new_policy,,2023-02-01,,,4,family_multi_vehicle,,,,,,,,,,,,00002474,1137.45,,,,,,,3
,new_policy,,2023-02-01,,,4,family_multi_vehicle,,,,,,,,,,,,00002475,1124.91,,,,,,,3
,new_policy,,2023-02-01,,,1,family_single_vehicle,,,,,,,,,,,,00002476,1292.37,,,,,,,1
,new_policy,,2023-02-01,,,4,family_multi_vehicle,,,,,,,,,,,,00002477,1296.61,,,,,,,2
,new_policy,,2023-02-01,,,3,family_multi_vehicle,,,,,,,,,,,,00002478,1159.73,,,,,,,3
,new_policy,,2023-02-01,,,2,family_multi_vehicle,,,,,,,,,,,,00002479,1147.06,,,,,,,3
,new_policy,,2023-02-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00002480,1362.53,,,,,,,1
,new_policy,,2023-02-01,,,2,family_multi_vehicle,,,,,,,,,,,,00002481,1311.99,,,,,,,2
,new_policy,,2023-02-01,,,3,family_multi_vehicle,,,,,,,,,,,,00002482,1275.94,,,,,,,3
,new_policy,,2023-02-01,,,4,family_multi_vehicle,,,,,,,,,,,,00002483,1369.22,,,,,,,3
,new_policy,,2023-02-01,,,1,single_driver_multi_vehicle,,,,,,,,,,,,00002484,1262.75,,,,,,,3
,new_policy,,2023-02-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00002485,1597.73,,,,,,,1
,new_policy,,2023-02-01,,,4,family_multi_vehicle,,,,,,,,,,,,00002486,1182.34,,,,,,,2
,new_policy,,2023-02-01,,,4,family_multi_vehicle,,,,,,,,,,,,00002487,1233.69,,,,,,,2
,new_policy,,2023-02-01,,,2,family_multi_vehicle,,,,,,,,,,,,00002488,1325.52,,,,,,,2
,new_policy,,2023-02-01,,,4,family_multi_vehicle,,,,,,,,,,,,00002489,1382.01,,,,,,,2
,new_policy,,2023-02-01,,,2,family_multi_vehicle,,,,,,,,,,,,00002490,1178.29,,,,,,,3
,new_policy,,2023-02-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00002491,1338.56,,,,,,,1
,new_policy,,2023-02-01,,,3,family_multi_vehicle,,,,,,,,,,,,00002492,1207.41,,,,,,,3
,new_policy,,2023-02-01,,,4,family_multi_vehicle,,,,,,,,,,,,00002493,1105.37,,,,,,,2
,new_policy,,2023-02-01,,,4,family_multi_vehicle,,,,,,,,,,,,00002494,1232.79,,,,,,,2
,vehicle_replacement,,2023-03-01,,,,,,,,,04,SUV,ZCD6MTR65D14MVYZH,,01,Truck,VBK302ZE9XHX9BSDE,00000772,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,04,SUV,PFM932RK31YANHUF1,,02,Hatchback,3BEDAACN9C1UE3KAF,00001826,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,02,Truck,73JGPW981BRH6RCUR,,01,Coupe,E23Z8EKY3U60YRK7B,00002368,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,02,Truck,82K7VA2T6U14C9JAP,,01,Coupe,R1KCUFLL5B3YD58MJ,00000047,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,06,Convertible,51HLP22N6WRG39NLY,,04,Sports Car,L8KBY1PE8LJMLLY6Y,00001490,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,02,Minivan,C0CNHJZN485HXPLNY,,01,Wagon,4BCR6B4D405A0RX8P,00000021,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,02,Wagon,HGL2DMUC94GNHYVA7,,01,Convertible,RW6YJVJK7BDVGLX9C,00002131,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,03,Coupe,B5014K6V9A323A0YG,,01,Sedan,BXV5A1TN8TWFHGRFK,00001664,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,05,Sedan,9ZG7NPY23003NV2PB,,04,Wagon,2J9RG2KL5DM4XR88E,00001648,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,02,Convertible,WCM0BU228NUBWKXR6,,01,Convertible,WF137NXK73N01AFHU,00002186,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,02,Sports Car,BYSZDT8P659T5SXL5,,01,Hatchback,8B2LFVB603VN7XDJT,00002210,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,04,Coupe,7G90AYC61CMDKM3N6,,03,Hatchback,XEP7W7MT9FDVX88J7,00001829,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,02,Hatchback,TWWU4VJV0Z2VNEMTX,,01,Hatchback,AMKK1EPB2VM9X5NCC,00001947,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,04,Convertible,H8W94PLA8HKBLF35E,,02,Convertible,HV831K638XG5SN33Z,00001629,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,02,Truck,MHEY742H3AZCDN4KP,,01,Convertible,W3DC5A1S18YU82S3K,00000381,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,02,Hatchback,3XAY975W25PP1H5NG,,01,SUV,FPHVRH9R24CV0HDY6,00002471,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,05,Sports Car,MC3N3TJR9T67F0JUU,,02,Minivan,KW50XEHV4FMTXTB4W,00000611,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,04,Minivan,HZMUCP1K5MX1DG4AA,,03,Wagon,0YP22L1T3311033XX,00001935,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,04,Coupe,602MP1K19KJ10PJ0A,,02,Minivan,VY93S9LW263MSDPFG,00000561,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,02,Minivan,JVYE3CEN5JSKLULSL,,01,Minivan,3TTTDMNE3YMMR226D,00001521,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,04,Wagon,FW6SBWXG8DBDHG23F,,02,Sedan,A5C6XDW480FE1CNRD,00001673,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,03,SUV,R4ZTDGJC45KS9L13L,,02,Sports Car,YDL29T8T1E50L66BJ,00000080,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,05,SUV,ENM5J1GA7K9TZRBR8,,04,Convertible,H6VBT54R8DRX9WJBN,00000923,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,05,Hatchback,P1YRA0LS5K96GMVR5,,04,Truck,8PSGMT8B41RPJ20SA,00001225,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,03,SUV,TVS478MM1RWPN8FYV,,02,Truck,86RJN0W32XNMH8F1F,00001601,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,02,Coupe,10RH04971A9D00CPL,,01,Sports Car,XPCXXHJ52AW244L13,00001226,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,02,Sedan,AJ9RAME876K6XJLA9,,01,Minivan,1E3TS6EZ3PY88HNV7,00001236,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,03,Convertible,9J7H0M3A7CJ15W8S2,,02,Crossover,7X9M857C75M8C1E1E,00001665,,,,,,,,
,vehicle_replacement,,2023-03-01,,,,,,,,,02,Truck,ET03DF7S8PFZJ26A1,,01,Convertible,8CUKTWGT3WCLARGZ5,00002291,,,,,,,,
,vehicle_addition,,2023-03-01,,,,,,,,,03,Sports Car,S3Z4E7CG49338L4GF,,,,,00001839,,,,,,,,
,vehicle_addition,,2023-03-01,,,,,,,,,03,Convertible,VBGK7UDF6BJ7P8ZUJ,,,,,00001943,,,,,,,,
,vehicle_addition,,2023-03-01,,,,,,,,,04,Sedan,95SU3TV436MHJWJ1J,,,,,00000721,,,,,,,,
,vehicle_addition,,2023-03-01,,,,,,,,,02,Wagon,D2N8RRCW83ECTR70Y,,,,,00002490,,,,,,,,
,vehicle_addition,,2023-03-01,,,,,,,,,04,Hatchback,657FEHZU72FLGVJC1,,,,,00001247,,,,,,,,
,vehicle_addition,,2023-03-01,,,,,,,,,02,Crossover,HH0AX3RM24K26PZL7,,,,,00001886,,,,,,,,
,vehicle_addition,,2023-03-01,,,,,,,,,04,Sports Car,XKDB8Y303YUFC7XU7,,,,,00000386,,,,,,,,
